806,68
808,9
291,14
297,83
840,5
465,69
295,69
513,94
125,60
208,89
512,97
161,17
718,22
885,35
725,47
288,67
86,39
140,20
115,82
821,38
604,84
780,79
571,98
433,1
325,31
738,32
708,91
234,62
753,12
292,23
888,91
467,14
327,59
151,51
287,80
822,60
535,80
363,40
449,80
792,100
967,70
933,18
500,17
709,10
133,32
167,23
657,44
810,25
753,3
589,75
897,3
524,35
252,80
43,37
431,71
637,37
126,95
238,24
694,40
882,89
640,60
640,47
938,19
32,17
526,7
841,46
405,62
999,70
995,14
562,41
68,26
875,97
879,22
271,67
636,33
371,23
964,28
513,19
704,28
351,35
287,14
991,36
633,2
745,97
521,100
783,52
871,30
921,13
686,89
867,50
521,3
498,10
865,1
884,22
93,40
888,18
306,22
233,79
44,71
269,26
553,94
169,30
796,20
774,86
438,82
486,60
789,54
740,66
517,21
839,62
410,40
628,53
956,26
725,77
53,6
266,64
241,18
818,42
667,42
325,94
520,73
350,56
367,75
136,8
716,29
977,48
420,16
783,18
379,97
12,43
689,31
665,50
438,37
205,3
887,80
263,20
99,36
582,43
404,46
137,36
570,10
162,95
262,74
126,51
291,91
509,46
795,58
18,83
385,83
811,87
607,42
239,67
522,6
561,33
397,53
710,18
240,7
488,95
647,58
88,68
51,54
778,79
913,94
136,40
257,51
104,66
130,83
97,76
676,40
973,52
620,42
372,93
894,41
773,77
902,78
949,68
579,23
277,73
813,84
872,55
7,51
124,49
279,62
199,51
684,41
334,1
737,68
171,59
191,2
576,27
454,44
905,65
353,76
657,14
433,15
733,81
165,22
473,63
968,30
69,51
64,3
910,39
685,28
280,32
590,15
840,66
438,80
954,87
16,53
672,88
7,94
503,56
414,95
651,28
232,12
30,9
449,42
682,23
575,85
46,95
138,21
888,68
421,82
195,56
719,59
530,15
208,27
452,42
586,76
662,27
215,24
849,94
123,10
825,65
586,16
361,87
711,20
905,10
796,94
583,26
976,91
434,44
61,74
743,6
322,25
891,47
900,41
421,100
408,28
752,45
423,70
205,33
780,87
92,95
426,47
543,9
315,7
613,62
568,85
29,60
162,47
144,77
603,87
920,72
285,86
438,42
348,8
275,70
815,68
798,93
480,68
335,49
271,49
662,26
193,7
881,47
655,98
207,7
637,90
383,99
139,58
15,77
178,49
291,67
86,54
398,6
465,19
718,27
852,8
196,26
245,10
264,72
626,84
335,63
131,14
723,24
67,78
553,46
112,45
672,76
107,74
428,12
631,80
865,79
133,18
719,24
932,69
486,72
224,54
59,88
746,46
524,29
811,25
517,63
45,14
661,82
219,65
910,25
103,44
437,15
297,55
871,15
723,43
844,19
307,9
45,39
94,40
185,17
42,64
935,63
351,93
402,40
101,3
772,32
939,69
333,33
424,86
856,5
148,50
86,60
832,44
913,92
152,48
916,65
953,41
965,45
654,68
832,9
624,19
250,97
