87,22
19,22
65,47
85,44
12,30
37,31
23,2
52,9
55,49
8,28
54,36
64,12
6,1
21,17
36,23
39,31
65,39
5,44
86,28
68,48
65,31
92,45
59,18
6,20
8,23
46,1
47,49
6,43
83,24
10,15
93,49
60,39
70,47
77,24
70,27
78,34
11,19
95,1
81,31
47,13
13,37
51,36
46,13
15,2
67,35
87,46
76,50
44,2
24,11
72,3
55,46
8,48
22,5
59,30
72,15
99,24
45,17
53,32
75,8
93,35
8,30
88,7
42,7
63,37
6,46
63,8
92,50
100,31
6,7
16,15
82,12
70,3
5,43
42,4
97,31
37,3
39,11
85,10
9,22
69,7
27,36
50,6
96,16
6,19
23,12
14,39
44,16
56,31
63,47
96,20
88,16
72,8
72,13
65,39
5,13
86,30
33,34
16,49
33,24
91,11
56,5
26,41
60,12
5,27
69,13
80,38
66,38
40,35
61,10
24,49
11,39
81,26
59,45
32,32
60,20
56,43
95,12
96,46
5,6
69,42
8,45
31,25
84,40
92,3
92,36
15,47
48,38
19,23
17,43
67,2
92,10
42,2
51,41
27,1
83,7
34,25
61,45
77,4
95,3
54,13
15,48
22,10
37,47
80,42
76,4
33,4
64,25
79,2
25,14
27,3
18,17
38,18
64,33
71,40
97,24
95,38
90,26
61,33
99,4
38,34
6,49
79,44
29,38
9,7
96,23
39,37
62,50
8,39
7,7
70,48
99,2
75,16
63,4
49,18
90,48
48,46
36,6
27,37
98,7
69,50
23,44
78,38
39,36
55,12
36,17
33,14
67,5
53,14
79,2
86,37
80,33
52,12
97,47
55,49
55,16
90,21
61,34
31,40
35,4
97,26
77,34
35,25
99,26
6,47
21,9
74,17
77,38
53,1
54,21
64,7
80,39
70,24
44,16
20,29
99,8
60,35
53,44
75,28
21,14
84,11
47,2
40,26
23,13
47,26
65,49
39,49
97,1
37,3
7,33
81,6
31,23
29,1
19,31
33,25
58,46
48,12
14,42
76,26
68,37
62,22
58,1
5,29
75,14
18,3
78,11
39,45
61,41
75,43
71,26
33,2
13,37
63,44
66,24
92,16
95,27
94,20
50,6
62,11
92,16
97,39
32,6
100,2
96,6
89,8
48,32
8,38
31,35
40,23
40,44
86,43
9,27
82,46
51,42
76,38
29,28
8,26
80,23
19,31
40,22
59,17
7,47
18,26
42,32
23,26
49,36
88,11
90,18
45,37
30,36
9,19
98,6
9,23
66,30
34,3
40,49
83,46
76,44
51,50
76,26
46,50
53,15
54,20
32,30
75,42
83,46
79,27
54,39
48,2
29,23
5,11
98,19
61,14
53,44
7,33
68,4
88,48
46,3
10,25
43,8
84,21
45,16
29,1
40,37
33,41
19,15
20,12
80,36
81,36
22,10
8,8
98,30
70,47
100,40
81,27
98,34
59,28
53,35
70,18
74,39
95,49
97,15
81,19
40,45
79,36
31,32
42,32
58,17
69,38
93,35
14,6
62,6
74,38
33,40
64,16
43,41
78,27
84,36
31,27
17,7
96,48
93,4
98,35
63,49
20,41
14,48
64,33
26,18
70,31
5,26
11,34
38,24
79,11
81,35
84,41
45,29
96,12
34,14
92,16
60,43
45,23
68,28
57,3
66,2
57,17
34,15
17,24
23,26
94,20
69,47
52,40
45,49
51,8
56,1
24,40
9,37
86,50
34,27
34,49
24,29
41,24
21,27
73,10
80,20
26,2
28,38
44,50
31,11
51,42
81,35
27,4
44,19
17,48
12,31
56,14
78,35
84,9
85,46
92,50
5,47
22,11
13,25
95,17
37,42
89,34
95,20
98,35
13,27
11,12
98,32
25,16
31,6
49,11
46,6
52,6
41,35
8,39
87,14
49,24
91,50
19,40
53,49
97,50
79,3
49,29
22,33
91,12
88,14
52,27
6,29
65,15
46,4
31,35
50,2
36,9
65,42
66,29
66,36
17,2
37,1
46,33
78,1
98,11
41,49
17,13
57,43
83,44
83,28
92,38
67,19
93,49
89,15
89,14
60,38
93,19
44,21
26,1
67,22
23,4
96,48
46,44
58,36
81,8
74,27
60,23
17,29
7,19
35,5
9,14
58,49
50,31
7,36
91,39
92,37
60,31
77,38
59,26
24,9
74,48
71,29
45,28
13,42
75,20
99,38
31,45
8,23
8,1
89,14
94,39
73,30
30,44
24,22
88,17
88,22
39,31
9,26
24,15
89,21
23,6
21,23
76,40
10,19
31,23
38,45
15,17
68,8
46,40
35,20
29,22
53,38
85,34
93,38
7,34
75,26
80,33
5,35
30,35
75,4
47,8
54,38
32,8
47,49
29,27
22,13
60,35
16,19
20,40
9,34
14,27
35,23
8,24
33,48
92,10
78,11
13,15
22,12
18,43
28,18
89,4
14,18
89,35
27,42
47,18
88,18
87,45
68,39
52,12
73,46
52,19
67,11
61,37
33,12
46,20
21,50
93,37
55,16
14,2
66,14
10,7
89,34
40,40
50,28
37,13
56,2
33,19
51,12
56,20
49,10
91,24
12,29
6,25
56,26
19,27
94,16
30,43
43,35
18,37
87,9
42,43
66,50
84,28
38,13
95,35
5,35
67,15
47,25
94,25
90,11
56,36
51,11
85,25
46,30
53,7
7,5
90,39
26,47
8,47
78,34
7,37
38,26
70,33
81,34
10,10
39,28
69,24
15,29
14,25
94,50
61,47
37,44
61,5
89,39
53,24
8,36
65,19
37,30
19,3
11,16
79,21
92,16
51,48
34,26
61,46
50,23
11,18
66,36
27,17
33,40
59,11
52,33
53,48
87,29
41,41
100,36
63,48
80,14
6,13
64,9
51,3
71,11
26,45
97,47
97,35
40,31
95,34
33,33
33,18
73,43
47,23
82,42
17,21
38,7
80,45
54,26
61,49
87,49
41,3
11,33
8,17
67,16
88,44
97,43
79,30
44,38
40,43
68,38
56,8
15,47
17,47
28,5
57,11
28,1
19,1
97,24
48,32
76,20
9,28
20,26
9,38
76,32
35,50
25,12
24,21
19,28
60,50
15,22
88,26
10,45
45,2
16,44
64,25
6,29
81,26
85,38
13,31
65,16
36,32
79,43
67,25
50,45
51,35
67,26
78,36
68,38
69,41
5,37
68,49
13,29
72,18
85,21
47,37
26,25
23,10
51,19
83,40
26,31
82,28
6,21
87,37
82,30
95,32
79,29
6,16
45,14
47,37
84,2
67,27
75,30
29,48
28,27
17,42
31,34
42,17
26,39
30,27
10,24
58,38
82,12
48,22
20,17
6,42
88,39
23,6
63,24
9,30
13,20
91,7
62,49
13,38
43,4
67,37
87,13
31,10
24,32
24,16
48,23
11,6
96,24
91,15
15,40
34,3
20,4
94,14
19,24
18,18
37,26
98,35
36,14
5,33
48,27
55,14
13,40
27,2
6,8
16,38
58,29
36,17
34,45
76,16
63,47
55,11
6,50
91,14
55,10
7,5
47,28
27,20
76,39
73,39
67,18
52,45
88,48
69,42
70,44
85,28
58,8
37,49
88,42
40,3
6,10
82,42
92,36
79,36
38,34
38,26
17,25
15,1
31,32
57,31
16,28
48,19
76,25
23,30
6,19
53,16
6,14
73,14
23,16
69,14
18,16
76,30
24,48
57,30
77,22
64,38
5,49
42,36
98,46
43,41
92,8
53,37
100,48
99,32
98,16
48,16
45,13
95,27
74,17
59,15
17,33
55,27
98,23
49,32
20,9
34,17
98,43
38,47
32,46
10,7
27,49
91,34
46,34
80,22
64,49
57,50
9,40
43,5
70,7
20,28
14,40
85,6
82,2
33,39
23,11
57,3
5,26
69,38
59,26
58,42
48,28
66,38
76,38
61,28
88,13
64,23
43,17
50,49
92,31
32,20
12,27
21,8
35,13
85,12
76,17
82,35
87,47
10,22
57,27
52,48
21,39
95,11
49,20
37,23
84,7
37,19
14,2
6,25
56,42
9,49
90,27
82,3
49,11
25,27
18,14
68,38
17,40
100,15
97,13
93,50
26,32
90,11
31,40
22,34
42,21
13,2
7,39
23,33
44,29
10,11
31,46
64,27
68,48
55,18
62,17
9,16
45,24
78,35
12,17
90,32
78,12
75,38
16,34
41,13
73,32
100,49
34,29
90,38
50,14
41,27
40,22
74,29
78,37
44,23
11,29
30,17
76,28
74,38
6,4
8,47
90,25
83,6
95,43
94,19
53,4
95,1
39,8
82,45
53,33
34,41
6,3
16,24
97,29
83,11
25,12
47,50
91,11
97,1
57,17
15,28
40,46
32,32
41,41
27,18
53,43
89,29
77,9
89,40
34,4
73,16
46,35
55,45
50,7
34,22
28,45
34,27
65,38
11,8
35,47
36,39
52,8
28,17
84,14
17,33
85,15
36,20
25,22
67,18
19,1
